SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day,UNITS
27-137-7001,2016-06-03,0,8,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,03,PPB
27-137-7001,2016-06-04,6,18,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,6,04,PPB
27-137-7001,2016-06-05,4,17,65,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,6,05,PPB
27-137-7001,2016-06-06,0,13,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,06,PPB
27-137-7001,2016-06-07,2,10,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,07,PPB
27-137-7001,2016-06-08,1,11,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,08,PPB
27-137-7001,2016-06-09,0,11,62,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,09,PPB
27-137-7001,2016-06-10,0,13,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,10,PPB
27-137-7001,2016-06-11,0,15,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,11,PPB
27-137-7001,2016-06-12,1,13,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,12,PPB
27-137-7001,2016-06-13,1,12,71,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,13,PPB
27-137-7001,2016-06-14,3,12,52.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,6,14,PPB
27-137-7001,2016-06-15,8,14,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2016,6,15,PPB
27-137-7001,2016-06-16,4,19,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,6,16,PPB
27-137-7001,2016-06-17,5,9,80,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,6,17,PPB
27-137-7001,2016-06-18,1,14,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,18,PPB
27-137-7001,2016-06-19,2,14,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,19,PPB
27-137-7001,2016-06-20,4,14,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,6,20,PPB
27-137-7001,2016-06-21,3,11,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,6,21,PPB
27-137-7001,2016-06-22,0,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,22,PPB
27-137-7001,2016-06-23,0,13,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,23,PPB
27-137-7001,2016-06-24,7,10,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,6,24,PPB
27-137-7001,2016-06-25,1,9,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,25,PPB
27-137-7001,2016-06-26,13,11,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T13:00:00Z,88101,2016,6,26,PPB
27-137-7001,2016-06-27,1,16,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,27,PPB
27-137-7001,2016-06-28,1,13,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,28,PPB
27-137-7001,2016-06-29,3,8,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,6,29,PPB
27-137-7001,2016-06-30,0,7,80,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,30,PPB
27-137-7001,2016-07-01,3,8,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,7,01,PPB
27-137-7001,2016-07-02,2,4,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,02,PPB
27-137-7001,2016-07-03,1,13,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,03,PPB
27-137-7001,2016-07-04,1,15,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,04,PPB
27-137-7001,2016-07-05,10,12,80,27,137,7001,47.523355,-92.536305,1899-12-31T10:00:00Z,88101,2016,7,05,PPB
27-137-7001,2016-07-06,0,14,83,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,06,PPB
27-137-7001,2016-07-07,4,14,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,7,07,PPB
27-137-7001,2016-07-08,1,12,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,08,PPB
27-137-7001,2016-07-09,2,7,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,09,PPB
27-137-7001,2016-07-10,2,19,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,10,PPB
27-137-7001,2016-07-11,1,24,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,11,PPB
27-137-7001,2016-07-12,0,20,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,12,PPB
27-137-7001,2016-07-13,4,17,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,7,13,PPB
27-137-7001,2016-07-14,2,10,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,14,PPB
27-137-7001,2016-07-15,3,8,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,7,15,PPB
27-137-7001,2016-07-16,0,8,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,16,PPB
27-137-7001,2016-07-17,1,12,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,17,PPB
27-137-7001,2016-07-18,3,11,74,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,7,18,PPB
27-137-7001,2016-07-19,0,17,74,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,19,PPB
27-137-7001,2016-07-20,8,16,83,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2016,7,20,PPB
27-137-7001,2016-07-21,1,21,87.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,21,PPB
27-137-7001,2016-07-22,10,18,77.6,27,137,7001,47.523355,-92.536305,1899-12-31T10:00:00Z,88101,2016,7,22,PPB
27-137-7001,2016-07-23,0,11,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,23,PPB
27-137-7001,2016-07-24,4,11,74,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,7,24,PPB
27-137-7001,2016-07-25,4,12,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,7,25,PPB
27-137-7001,2016-07-26,1,21,84.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,26,PPB
27-137-7001,2016-07-27,2,9,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,27,PPB
27-137-7001,2016-07-28,1,9,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,28,PPB
27-137-7001,2016-07-29,7,11,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,7,29,PPB
27-137-7001,2016-08-05,17,11,77,27,137,7001,47.523355,-92.536305,1899-12-31T17:00:00Z,88101,2016,8,05,PPB
27-137-7001,2016-08-06,0,23,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,06,PPB
27-137-7001,2016-08-07,2,14,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,07,PPB
27-137-7001,2016-08-08,1,16,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,08,PPB
27-137-7001,2016-08-09,1,19,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,09,PPB
27-137-7001,2016-08-10,0,25,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,10,PPB
27-137-7001,2016-08-11,4,8,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,8,11,PPB
27-137-7001,2016-08-12,3,8,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,8,12,PPB
27-137-7001,2016-08-13,1,12,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,13,PPB
27-137-7001,2016-08-14,8,6,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2016,8,14,PPB
27-137-7001,2016-08-15,1,10,81.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,15,PPB
27-137-7001,2016-08-16,1,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,16,PPB
27-137-7001,2016-08-17,5,12,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,8,17,PPB
27-137-7001,2016-08-18,7,6,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,8,18,PPB
27-137-7001,2016-08-19,3,6,71,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,8,19,PPB
27-137-7001,2016-08-20,0,8,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,20,PPB
27-137-7001,2016-08-21,3,5,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,8,21,PPB
27-137-7001,2016-08-22,2,12,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,22,PPB
27-137-7001,2016-08-23,5,12,65,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,8,23,PPB
27-137-7001,2016-08-24,0,13,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,24,PPB
27-137-7001,2016-08-25,0,12,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,25,PPB
27-137-7001,2016-08-26,0,6,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,26,PPB
27-137-7001,2016-08-27,1,7,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,27,PPB
27-137-7001,2016-08-28,4,10,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,8,28,PPB
27-137-7001,2016-08-29,0,9,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,29,PPB
27-137-7001,2016-08-30,7,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,8,30,PPB
27-137-7001,2016-08-31,3,6,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,8,31,PPB
27-137-7001,2016-09-01,2,6,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,01,PPB
27-137-7001,2016-09-02,1,6,72.5,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,02,PPB
27-137-7001,2016-09-03,5,6,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,9,03,PPB
27-137-7001,2016-09-04,2,6,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,04,PPB
27-137-7001,2016-09-05,10,3,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T10:00:00Z,88101,2016,9,05,PPB
27-137-7001,2016-09-06,2,7,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,06,PPB
27-137-7001,2016-09-07,1,9,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,07,PPB
27-137-7001,2016-09-08,0,9,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,08,PPB
27-137-7001,2016-09-09,3,12,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,9,09,PPB
27-137-7001,2016-09-10,3,5,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,9,10,PPB
27-137-7001,2016-09-11,14,4,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T14:00:00Z,88101,2016,9,11,PPB
27-137-7001,2016-09-12,5,5,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,9,12,PPB
27-137-7001,2016-09-13,0,12,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,13,PPB
27-137-7001,2016-09-14,0,7,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,14,PPB
27-137-7001,2016-09-15,0,6,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,15,PPB
27-137-7001,2016-09-16,0,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,16,PPB
27-137-7001,2016-09-17,0,9,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,17,PPB
27-137-7001,2016-09-18,0,5,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,18,PPB
27-137-7001,2016-09-19,2,13,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,19,PPB
27-137-7001,2016-09-20,1,14,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,20,PPB
27-137-7001,2016-09-21,2,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,21,PPB
27-137-7001,2016-09-22,2,10,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,22,PPB
27-137-7001,2016-09-23,1,12,71,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,23,PPB
27-137-7001,2016-09-24,1,8,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,24,PPB
27-137-7001,2016-09-25,2,13,65,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,25,PPB
27-137-7001,2016-09-26,1,20,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,26,PPB
27-137-7001,2016-09-27,9,17,75.8,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2016,9,27,PPB
27-137-7001,2016-09-28,3,22,77.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,9,28,PPB
27-137-7001,2016-09-29,0,6,53,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,29,PPB
27-137-7001,2016-09-30,2,3,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,30,PPB
27-137-7001,2016-10-01,9,7,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2016,10,01,PPB
27-137-7001,2016-10-02,7,7,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,10,02,PPB
27-137-7001,2016-10-03,0,11,50,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,03,PPB
27-137-7001,2016-10-04,1,4,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,04,PPB
27-137-7001,2016-10-05,2,6,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,05,PPB
27-137-7001,2016-10-06,2,8,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,06,PPB
27-137-7001,2016-10-07,1,10,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,07,PPB
27-137-7001,2016-10-08,0,5,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,08,PPB
27-137-7001,2016-10-09,2,6,47,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,09,PPB
27-137-7001,2016-10-10,4,7,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,10,10,PPB
27-137-7001,2016-10-11,3,9,53,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,11,PPB
27-137-7001,2016-10-12,1,10,50,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,12,PPB
27-137-7001,2016-10-13,1,11,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,13,PPB
27-137-7001,2016-10-14,3,9,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,14,PPB
27-137-7001,2016-10-15,0,6,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,15,PPB
27-137-7001,2016-10-16,0,7,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,16,PPB
27-137-7001,2016-10-17,0,9,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,17,PPB
27-137-7001,2016-10-18,1,6,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,18,PPB
27-137-7001,2016-10-19,6,17,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,10,19,PPB
27-137-7001,2016-10-20,1,8,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,20,PPB
27-137-7001,2016-10-21,0,7,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,21,PPB
27-137-7001,2016-10-22,2,7,56,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,22,PPB
27-137-7001,2016-10-23,1,10,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,23,PPB
