DateTime,SITE,OZONE,LATITUDE,LONGITUDE,TEMP_F,UNITS
2015-12-01 17:00,27-017-7417,-1,46.713694,-92.511722,33.88,PPM
2015-12-03 04:00,27-017-7417,0,46.713694,-92.511722,33.49,PPM
2015-12-11 03:00,27-017-7417,0,46.713694,-92.511722,34.31,PPM
2015-12-11 07:00,27-017-7417,0,46.713694,-92.511722,34.17,PPM
2015-12-11 10:00,27-017-7417,0,46.713694,-92.511722,34.05,PPM
2015-12-12 02:00,27-017-7417,0,46.713694,-92.511722,34.16,PPM
2015-12-12 03:00,27-017-7417,0,46.713694,-92.511722,34.25,PPM
2015-12-12 06:00,27-017-7417,0,46.713694,-92.511722,34.19,PPM
2015-12-12 07:00,27-017-7417,0,46.713694,-92.511722,34.18,PPM
2015-12-13 14:00,27-017-7417,0,46.713694,-92.511722,36.95,PPM
2015-12-13 15:00,27-017-7417,0,46.713694,-92.511722,36.96,PPM
2015-12-13 17:00,27-017-7417,0,46.713694,-92.511722,37.04,PPM
2015-12-14 00:00,27-017-7417,0,46.713694,-92.511722,35.89,PPM
2015-12-14 03:00,27-017-7417,0,46.713694,-92.511722,34.22,PPM
2015-12-14 04:00,27-017-7417,0,46.713694,-92.511722,34.08,PPM
2015-12-14 20:00,27-017-7417,0,46.713694,-92.511722,30.38,PPM
2015-12-16 04:00,27-017-7417,0,46.713694,-92.511722,30.3,PPM
2015-12-16 05:00,27-017-7417,0,46.713694,-92.511722,30.4,PPM
2015-12-16 07:00,27-017-7417,0,46.713694,-92.511722,30.42,PPM
2015-12-17 06:00,27-017-7417,0,46.713694,-92.511722,23.33,PPM
2015-12-18 04:00,27-017-7417,0,46.713694,-92.511722,16.28,PPM
2015-12-18 08:00,27-017-7417,0,46.713694,-92.511722,14.46,PPM
2015-12-30 03:00,27-017-7417,0,46.713694,-92.511722,16.38,PPM
2015-01-16 01:00,27-137-7001,0,47.523355,-92.536305,17.4,PPM
2015-01-30 06:00,27-137-7001,0,47.523355,-92.536305,2.13,PPM
2015-02-25 02:00,27-137-7001,0,47.523355,-92.536305,2.78,PPM
2015-03-23 15:00,27-137-7001,0,47.523355,-92.536305,29.5,PPM
2015-03-27 00:00,27-137-7001,0,47.523355,-92.536305,25.16,PPM
2015-04-15 00:00,27-137-7001,0,47.523355,-92.536305,63.28,PPM
2015-04-23 22:00,27-137-7001,-1,47.523355,-92.536305,47.03,PPM
2015-04-23 23:00,27-137-7001,0,47.523355,-92.536305,46.74,PPM
2015-04-26 00:00,27-137-7001,-1,47.523355,-92.536305,49.45,PPM
2015-04-26 01:00,27-137-7001,-1,47.523355,-92.536305,44.77,PPM
2015-04-30 17:00,27-137-7001,-1,47.523355,-92.536305,55.39,PPM
2015-05-01 00:00,27-137-7001,0,47.523355,-92.536305,57.59,PPM
2015-05-01 01:00,27-137-7001,0,47.523355,-92.536305,52.49,PPM
2015-05-01 13:00,27-137-7001,0,47.523355,-92.536305,40.91,PPM
2015-05-04 18:00,27-137-7001,0,47.523355,-92.536305,61.48,PPM
2015-05-04 19:00,27-137-7001,0,47.523355,-92.536305,63.61,PPM
2015-05-04 21:00,27-137-7001,0,47.523355,-92.536305,64.11,PPM
2015-05-10 15:00,27-137-7001,0,47.523355,-92.536305,44.65,PPM
2015-05-10 16:00,27-137-7001,0,47.523355,-92.536305,47.12,PPM
2015-05-10 17:00,27-137-7001,0,47.523355,-92.536305,49.23,PPM
2015-05-12 06:00,27-137-7001,0,47.523355,-92.536305,35.4,PPM
2015-05-16 00:00,27-137-7001,0,47.523355,-92.536305,57,PPM
2015-05-22 19:00,27-137-7001,0,47.523355,-92.536305,65.31,PPM
2015-05-23 15:00,27-137-7001,0,47.523355,-92.536305,69.68,PPM
2015-05-30 18:00,27-137-7001,-1,47.523355,-92.536305,50.71,PPM
2015-05-31 17:00,27-137-7001,0,47.523355,-92.536305,52.23,PPM
2015-05-31 20:00,27-137-7001,-1,47.523355,-92.536305,55.6,PPM
2015-05-31 21:00,27-137-7001,0,47.523355,-92.536305,56.44,PPM
2015-06-16 08:00,27-137-7001,0,47.523355,-92.536305,43.78,PPM
2015-06-19 00:00,27-137-7001,0,47.523355,-92.536305,64.37,PPM
2015-06-27 23:00,27-137-7001,0,47.523355,-92.536305,76.72,PPM
2015-06-28 09:00,27-137-7001,-3,47.523355,-92.536305,59.49,PPM
2015-07-06 22:00,27-137-7001,0,47.523355,-92.536305,64.12,PPM
2015-07-06 23:00,27-137-7001,-1,47.523355,-92.536305,62.68,PPM
2015-07-15 11:00,27-137-7001,-1,47.523355,-92.536305,54.67,PPM
2015-07-20 18:00,27-137-7001,0,47.523355,-92.536305,68.99,PPM
2015-07-26 19:00,27-137-7001,0,47.523355,-92.536305,86.42,PPM
2015-08-03 18:00,27-137-7001,0,47.523355,-92.536305,65.2,PPM
2015-08-04 17:00,27-137-7001,0,47.523355,-92.536305,65.28,PPM
2015-08-05 21:00,27-137-7001,-1,47.523355,-92.536305,71.84,PPM
2015-08-09 08:00,27-137-7001,-3,47.523355,-92.536305,59.07,PPM
2015-08-17 16:00,27-137-7001,0,47.523355,-92.536305,65.35,PPM
2015-08-18 23:00,27-137-7001,0,47.523355,-92.536305,62.33,PPM
2015-08-20 00:00,27-137-7001,0,47.523355,-92.536305,54.23,PPM
2015-08-20 06:00,27-137-7001,0,47.523355,-92.536305,52.12,PPM
2015-08-20 07:00,27-137-7001,0,47.523355,-92.536305,51.91,PPM
2015-08-20 20:00,27-137-7001,0,47.523355,-92.536305,63.8,PPM
2015-08-20 22:00,27-137-7001,0,47.523355,-92.536305,65.36,PPM
2015-08-20 23:00,27-137-7001,0,47.523355,-92.536305,64.72,PPM
2015-08-21 00:00,27-137-7001,0,47.523355,-92.536305,62.87,PPM
2015-08-23 16:00,27-137-7001,0,47.523355,-92.536305,57,PPM
2015-08-24 06:00,27-137-7001,0,47.523355,-92.536305,48.65,PPM
2015-08-24 19:00,27-137-7001,0,47.523355,-92.536305,53.55,PPM
2015-08-26 20:00,27-137-7001,0,47.523355,-92.536305,70.7,PPM
2015-09-06 12:00,27-137-7001,0,47.523355,-92.536305,67.76,PPM
2015-09-06 13:00,27-137-7001,0,47.523355,-92.536305,68.6,PPM
2015-09-07 17:00,27-137-7001,0,47.523355,-92.536305,70.05,PPM
2015-09-07 18:00,27-137-7001,0,47.523355,-92.536305,71.98,PPM
2015-09-07 19:00,27-137-7001,-1,47.523355,-92.536305,72.67,PPM
2015-09-07 20:00,27-137-7001,-1,47.523355,-92.536305,73.09,PPM
2015-09-07 21:00,27-137-7001,0,47.523355,-92.536305,72.4,PPM
2015-09-09 21:00,27-137-7001,0,47.523355,-92.536305,66.39,PPM
2015-09-10 16:00,27-137-7001,0,47.523355,-92.536305,57.53,PPM
2015-09-10 19:00,27-137-7001,0,47.523355,-92.536305,59.53,PPM
2015-09-10 22:00,27-137-7001,0,47.523355,-92.536305,59.88,PPM
2015-09-11 08:00,27-137-7001,0,47.523355,-92.536305,47.26,PPM
2015-09-11 09:00,27-137-7001,-1,47.523355,-92.536305,46.84,PPM
2015-09-11 16:00,27-137-7001,0,47.523355,-92.536305,52.96,PPM
2015-09-11 17:00,27-137-7001,0,47.523355,-92.536305,54.05,PPM
2014-04-03 03:00,27-137-7001,0,47.523355,-92.536305,30.21,PPM
2014-07-01 22:00,27-137-7001,0,47.523355,-92.536305,59.37,PPM
2014-07-09 19:00,27-137-7001,0,47.523355,-92.536305,68.66,PPM
2014-07-29 14:00,27-137-7001,0,47.523355,-92.536305,64.21,PPM
2014-07-29 15:00,27-137-7001,0,47.523355,-92.536305,66.17,PPM
2014-08-18 13:00,27-137-7001,0,47.523355,-92.536305,57.42,PPM
2014-08-18 19:00,27-137-7001,0,47.523355,-92.536305,63.61,PPM
2014-08-19 13:00,27-137-7001,0,47.523355,-92.536305,61.75,PPM
2014-08-19 16:00,27-137-7001,0,47.523355,-92.536305,64.51,PPM
2014-08-25 16:00,27-137-7001,0,47.523355,-92.536305,70.34,PPM
2014-08-25 17:00,27-137-7001,0,47.523355,-92.536305,70.82,PPM
2014-08-25 18:00,27-137-7001,0,47.523355,-92.536305,70.2,PPM
2014-08-25 19:00,27-137-7001,0,47.523355,-92.536305,68.75,PPM
2014-08-26 13:00,27-137-7001,0,47.523355,-92.536305,51.75,PPM
2014-08-26 16:00,27-137-7001,0,47.523355,-92.536305,58.99,PPM
2014-08-26 17:00,27-137-7001,0,47.523355,-92.536305,60.5,PPM
2014-08-26 21:00,27-137-7001,0,47.523355,-92.536305,64.27,PPM
2014-08-27 03:00,27-137-7001,0,47.523355,-92.536305,55.65,PPM
2014-08-27 04:00,27-137-7001,0,47.523355,-92.536305,54.89,PPM
2014-09-02 23:00,27-137-7001,0,47.523355,-92.536305,63.06,PPM
2014-09-03 06:00,27-137-7001,0,47.523355,-92.536305,55.17,PPM
2014-09-04 23:00,27-137-7001,0,47.523355,-92.536305,69.65,PPM
2014-09-05 09:00,27-137-7001,0,47.523355,-92.536305,56.2,PPM
2014-09-05 10:00,27-137-7001,0,47.523355,-92.536305,55.45,PPM
2014-09-05 13:00,27-137-7001,0,47.523355,-92.536305,54.46,PPM
2014-09-05 18:00,27-137-7001,0,47.523355,-92.536305,62.93,PPM
2014-09-05 19:00,27-137-7001,0,47.523355,-92.536305,63.68,PPM
2014-09-05 20:00,27-137-7001,0,47.523355,-92.536305,64.16,PPM
2014-09-05 21:00,27-137-7001,0,47.523355,-92.536305,64.51,PPM
2014-09-05 22:00,27-137-7001,0,47.523355,-92.536305,63.97,PPM
2014-09-06 16:00,27-137-7001,0,47.523355,-92.536305,63.37,PPM
2014-09-06 20:00,27-137-7001,0,47.523355,-92.536305,68.61,PPM
2014-09-10 08:00,27-137-7001,0,47.523355,-92.536305,45.39,PPM
2014-09-11 22:00,27-137-7001,0,47.523355,-92.536305,47.92,PPM
2014-09-14 23:00,27-137-7001,0,47.523355,-92.536305,53.47,PPM
2014-09-15 00:00,27-137-7001,0,47.523355,-92.536305,49.29,PPM
2014-09-21 18:00,27-137-7001,0,47.523355,-92.536305,58.33,PPM
2014-09-29 04:00,27-137-7001,0,47.523355,-92.536305,49.96,PPM
2014-09-29 05:00,27-137-7001,0,47.523355,-92.536305,48.45,PPM
2014-09-29 11:00,27-137-7001,0,47.523355,-92.536305,41.79,PPM
2014-09-29 12:00,27-137-7001,0,47.523355,-92.536305,42.55,PPM
2014-09-30 04:00,27-137-7001,0,47.523355,-92.536305,44.4,PPM
2014-09-30 12:00,27-137-7001,0,47.523355,-92.536305,40.44,PPM
2014-09-30 23:00,27-137-7001,0,47.523355,-92.536305,48.03,PPM
2014-10-01 19:00,27-137-7001,0,47.523355,-92.536305,49.53,PPM
2014-10-03 15:00,27-137-7001,0,47.523355,-92.536305,42.69,PPM
2014-10-03 20:00,27-137-7001,-2,47.523355,-92.536305,37.84,PPM
2014-10-03 23:00,27-137-7001,0,47.523355,-92.536305,36.81,PPM
2014-10-04 00:00,27-137-7001,0,47.523355,-92.536305,35.41,PPM
2014-10-07 23:00,27-137-7001,0,47.523355,-92.536305,42.34,PPM
2014-10-08 07:00,27-137-7001,0,47.523355,-92.536305,36.63,PPM
2014-10-08 14:00,27-137-7001,-1,47.523355,-92.536305,35.89,PPM
2014-10-16 08:00,27-137-7001,0,47.523355,-92.536305,34.73,PPM
2014-10-16 16:00,27-137-7001,0,47.523355,-92.536305,50.32,PPM
2014-10-16 17:00,27-137-7001,-1,47.523355,-92.536305,53.28,PPM
2014-10-16 18:00,27-137-7001,0,47.523355,-92.536305,56.65,PPM
2014-10-17 01:00,27-137-7001,0,47.523355,-92.536305,50.64,PPM
2014-10-18 04:00,27-137-7001,-1,47.523355,-92.536305,40.64,PPM
2014-10-21 06:00,27-137-7001,0,47.523355,-92.536305,42.5,PPM
2014-10-21 07:00,27-137-7001,-1,47.523355,-92.536305,41.21,PPM
2014-10-22 04:00,27-137-7001,0,47.523355,-92.536305,37.27,PPM
2014-10-29 23:00,27-137-7001,0,47.523355,-92.536305,37.92,PPM
2014-10-30 07:00,27-137-7001,0,47.523355,-92.536305,35.4,PPM
2014-10-30 15:00,27-137-7001,0,47.523355,-92.536305,36.83,PPM
2014-10-30 16:00,27-137-7001,-1,47.523355,-92.536305,37.32,PPM
2014-11-05 16:00,27-137-7001,0,47.523355,-92.536305,34.89,PPM
2014-11-12 23:00,27-137-7001,-2,47.523355,-92.536305,23.12,PPM
2014-11-13 00:00,27-137-7001,0,47.523355,-92.536305,22.6,PPM
2014-11-21 01:00,27-137-7001,-2,47.523355,-92.536305,2.39,PPM
2014-12-09 18:00,27-137-7001,-3,47.523355,-92.536305,18.4,PPM
2014-12-09 19:00,27-137-7001,-2,47.523355,-92.536305,19.94,PPM
2014-12-15 17:00,27-137-7001,0,47.523355,-92.536305,36.45,PPM
2014-12-15 20:00,27-137-7001,0,47.523355,-92.536305,33.73,PPM
2014-12-27 10:00,27-137-7001,0,47.523355,-92.536305,18.82,PPM
2014-12-27 11:00,27-137-7001,-1,47.523355,-92.536305,17.85,PPM
2015-04-01 06:00,27-017-7417,0.037,46.713694,-92.511722,32.6,PPM
2015-04-01 07:00,27-017-7417,0.037,46.713694,-92.511722,32.51,PPM
2015-04-01 08:00,27-017-7417,0.036,46.713694,-92.511722,30.88,PPM
2015-04-01 09:00,27-017-7417,0.036,46.713694,-92.511722,30.78,PPM
2015-04-01 10:00,27-017-7417,0.036,46.713694,-92.511722,30.69,PPM
2015-04-01 11:00,27-017-7417,0.028,46.713694,-92.511722,30.66,PPM
2015-04-01 12:00,27-017-7417,0.034,46.713694,-92.511722,30.76,PPM
2015-04-01 17:00,27-017-7417,0.038,46.713694,-92.511722,44.04,PPM
2015-04-01 18:00,27-017-7417,0.035,46.713694,-92.511722,44.3,PPM
2015-04-01 19:00,27-017-7417,0.034,46.713694,-92.511722,45.91,PPM
2015-04-01 20:00,27-017-7417,0.034,46.713694,-92.511722,43.16,PPM
2015-04-01 21:00,27-017-7417,0.036,46.713694,-92.511722,44.74,PPM
2015-04-01 22:00,27-017-7417,0.036,46.713694,-92.511722,44.99,PPM
2015-04-01 23:00,27-017-7417,0.035,46.713694,-92.511722,41.65,PPM
2015-04-02 00:00,27-017-7417,0.036,46.713694,-92.511722,39.61,PPM
2015-04-02 01:00,27-017-7417,0.034,46.713694,-92.511722,39.31,PPM
2015-04-02 02:00,27-017-7417,0.032,46.713694,-92.511722,39.05,PPM
2015-04-02 03:00,27-017-7417,0.029,46.713694,-92.511722,38.73,PPM
2015-04-02 04:00,27-017-7417,0.031,46.713694,-92.511722,37.91,PPM
2015-04-02 05:00,27-017-7417,0.04,46.713694,-92.511722,50.56,PPM
2015-04-02 06:00,27-017-7417,0.04,46.713694,-92.511722,50.67,PPM
2015-04-02 07:00,27-017-7417,0.037,46.713694,-92.511722,51.07,PPM
2015-04-02 08:00,27-017-7417,0.037,46.713694,-92.511722,48.26,PPM
2015-04-02 09:00,27-017-7417,0.038,46.713694,-92.511722,46.19,PPM
2015-04-02 10:00,27-017-7417,0.037,46.713694,-92.511722,44.93,PPM
2015-04-02 11:00,27-017-7417,0.036,46.713694,-92.511722,43.02,PPM
2015-04-02 12:00,27-017-7417,0.034,46.713694,-92.511722,41.2,PPM
2015-04-02 14:00,27-017-7417,0.038,46.713694,-92.511722,46.22,PPM
2015-04-02 15:00,27-017-7417,0.043,46.713694,-92.511722,52.12,PPM
2015-04-02 16:00,27-017-7417,0.046,46.713694,-92.511722,55.1,PPM
2015-04-02 17:00,27-017-7417,0.047,46.713694,-92.511722,57.18,PPM
2015-04-02 18:00,27-017-7417,0.048,46.713694,-92.511722,57.49,PPM
2015-04-02 19:00,27-017-7417,0.048,46.713694,-92.511722,58.99,PPM
2015-04-02 20:00,27-017-7417,0.047,46.713694,-92.511722,58.7,PPM
2015-04-02 21:00,27-017-7417,0.043,46.713694,-92.511722,55.16,PPM
2015-04-02 23:00,27-017-7417,0.036,46.713694,-92.511722,50.14,PPM
2015-04-03 00:00,27-017-7417,0.031,46.713694,-92.511722,47.99,PPM
2015-04-03 01:00,27-017-7417,0.028,46.713694,-92.511722,44.75,PPM
2015-04-03 02:00,27-017-7417,0.025,46.713694,-92.511722,42.44,PPM
2015-04-03 03:00,27-017-7417,0.029,46.713694,-92.511722,36,PPM
2015-04-03 04:00,27-017-7417,0.031,46.713694,-92.511722,30.55,PPM
2015-04-03 05:00,27-017-7417,0.03,46.713694,-92.511722,28.58,PPM
2015-04-03 06:00,27-017-7417,0.032,46.713694,-92.511722,27.32,PPM
2015-04-03 07:00,27-017-7417,0.034,46.713694,-92.511722,27.22,PPM
2015-04-03 08:00,27-017-7417,0.034,46.713694,-92.511722,27.18,PPM
2015-04-03 09:00,27-017-7417,0.035,46.713694,-92.511722,25.48,PPM
2015-04-03 10:00,27-017-7417,0.035,46.713694,-92.511722,25.36,PPM
2015-04-03 11:00,27-017-7417,0.035,46.713694,-92.511722,25.15,PPM
2015-04-03 12:00,27-017-7417,0.036,46.713694,-92.511722,25.02,PPM
2015-04-03 13:00,27-017-7417,0.037,46.713694,-92.511722,25.06,PPM
2015-04-03 14:00,27-017-7417,0.037,46.713694,-92.511722,25.21,PPM
2015-04-03 15:00,27-017-7417,0.037,46.713694,-92.511722,27.12,PPM
2015-04-03 16:00,27-017-7417,0.037,46.713694,-92.511722,28.32,PPM
2015-04-03 17:00,27-017-7417,0.04,46.713694,-92.511722,30.41,PPM
2015-04-03 18:00,27-017-7417,0.041,46.713694,-92.511722,33.85,PPM
2015-04-03 19:00,27-017-7417,0.042,46.713694,-92.511722,35.8,PPM
2015-04-03 20:00,27-017-7417,0.043,46.713694,-92.511722,36.09,PPM
2015-04-03 21:00,27-017-7417,0.044,46.713694,-92.511722,36.26,PPM
2015-04-03 22:00,27-017-7417,0.045,46.713694,-92.511722,37.1,PPM
2015-04-03 23:00,27-017-7417,0.044,46.713694,-92.511722,36.23,PPM
2015-04-04 00:00,27-017-7417,0.044,46.713694,-92.511722,34.18,PPM
2015-04-04 01:00,27-017-7417,0.043,46.713694,-92.511722,32.29,PPM
2015-04-04 02:00,27-017-7417,0.042,46.713694,-92.511722,30.51,PPM
2015-04-04 03:00,27-017-7417,0.043,46.713694,-92.511722,30.26,PPM
2015-04-04 04:00,27-017-7417,0.043,46.713694,-92.511722,28.58,PPM
2015-04-04 05:00,27-017-7417,0.042,46.713694,-92.511722,28.46,PPM
2015-04-04 06:00,27-017-7417,0.042,46.713694,-92.511722,28.31,PPM
2015-04-04 07:00,27-017-7417,0.04,46.713694,-92.511722,28.17,PPM
2015-04-04 08:00,27-017-7417,0.039,46.713694,-92.511722,27.96,PPM
2015-04-04 09:00,27-017-7417,0.036,46.713694,-92.511722,26.87,PPM
2015-04-04 10:00,27-017-7417,0.031,46.713694,-92.511722,23.77,PPM
2015-04-04 11:00,27-017-7417,0.026,46.713694,-92.511722,23.61,PPM
2015-04-04 12:00,27-017-7417,0.026,46.713694,-92.511722,22.16,PPM
2015-04-04 13:00,27-017-7417,0.032,46.713694,-92.511722,25.8,PPM
2015-04-04 14:00,27-017-7417,0.038,46.713694,-92.511722,30.19,PPM
2015-04-04 15:00,27-017-7417,0.041,46.713694,-92.511722,30.47,PPM
2015-04-04 16:00,27-017-7417,0.042,46.713694,-92.511722,34.07,PPM
2015-04-04 17:00,27-017-7417,0.043,46.713694,-92.511722,36.83,PPM
2015-04-04 18:00,27-017-7417,0.044,46.713694,-92.511722,37.39,PPM
2015-04-04 19:00,27-017-7417,0.045,46.713694,-92.511722,41.06,PPM
2015-04-04 20:00,27-017-7417,0.045,46.713694,-92.511722,42.9,PPM
2015-04-04 21:00,27-017-7417,0.045,46.713694,-92.511722,43.01,PPM
2015-04-04 22:00,27-017-7417,0.045,46.713694,-92.511722,43.01,PPM
2015-04-04 23:00,27-017-7417,0.044,46.713694,-92.511722,42.92,PPM
2015-04-05 00:00,27-017-7417,0.043,46.713694,-92.511722,39.43,PPM
2015-04-05 01:00,27-017-7417,0.039,46.713694,-92.511722,36.89,PPM
2015-04-05 02:00,27-017-7417,0.038,46.713694,-92.511722,30.91,PPM
2015-04-05 03:00,27-017-7417,0.037,46.713694,-92.511722,30.47,PPM
2015-04-05 04:00,27-017-7417,0.037,46.713694,-92.511722,28.69,PPM
2015-04-05 05:00,27-017-7417,0.037,46.713694,-92.511722,28.43,PPM
2015-04-05 06:00,27-017-7417,0.039,46.713694,-92.511722,28.05,PPM
2015-04-05 07:00,27-017-7417,0.03,46.713694,-92.511722,27.22,PPM
2015-04-05 09:00,27-017-7417,0.04,46.713694,-92.511722,25.21,PPM
